url,urlLen,domainlength,pathLength,Querylength,domain_token_count,path_token_count,avgdomaintokenlen,longdomaintokenlen,NumberofDotsinURL,ISIpAddressInDomainName,Entropy_URL,Entropy_Domain,url_shortened,qty_ip_resolved,qty_nameservers,qty_mx_servers,time_domain_activation,time_domain_expiration,time_response,num_forms,has_password_field,has_email_field,has_submit_button,iframe_count,hidden_inputs,credential_keywords,urgency_keywords,threat_keywords,action_keywords
https://docs.google.com/presentation/d/e/2PACX-1vTVj7OXwAUKJDv57jBmVg8eWFIUvTQ3c0-F1gPD_G5CwsQzOf3aelTqo4q42FIlqbHODnIlx2-Lx3Cf/pub?start=false&loop=false&delayms=3000&slide=id.p,178,10,108,46,1,6,6.0,6,3,0,5.5979444061271755,2.6464393446710157,0,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://btttelecommunniccatiion.weeblysite.com/,47,14,1,0,1,2,10.0,10,2,0,3.974148959390533,3.4677201004744993,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://kq0hgp.webwave.dev/,27,11,1,0,1,2,7.0,7,2,0,3.9582291686698783,2.6635327548042547,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://brittishtele1bt-69836.getresponsesite.com/,50,19,1,0,1,2,15.0,15,2,0,4.1512723801129106,3.3660913291191923,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://bt-internet-105056.weeblysite.com/,42,14,1,0,1,2,10.0,10,2,0,4.252453066090017,3.4677201004744993,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://teleej.weebly.com/,26,10,1,0,1,2,6.0,6,2,0,3.7343083535732555,3.1219280948873624,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://maryleyshon.wixsite.com/my-site-1,41,11,10,0,1,2,7.0,7,2,0,4.1923218214274165,3.2776134368191157,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://chamakhman.wixsite.com/my-site-4,40,11,10,0,1,2,7.0,7,2,0,4.127567157116929,3.2776134368191157,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://posts-ch.buzz/ch/,25,13,4,0,2,3,3.5,5,1,0,3.5132696895151083,3.3927474104487847,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://tinyurl.com/bdfpfyur,28,11,9,0,1,2,7.0,7,1,0,4.110577243331642,3.4594316186372973,1,2,4,5,-1,-1,1.408,0,0,0,0,0,0,0,0,0,1
https://www.msaaezusshubsnsk.top,32,20,0,0,1,1,16.0,16,2,0,3.8431390622295662,3.541446071165522,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.msaaezusshubsnk.top,31,19,0,0,1,1,15.0,15,2,0,3.8858280691364318,3.616348566075164,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.msaaezuhubsnk.top,29,17,0,0,1,1,13.0,13,2,0,3.9523029776623857,3.7345216647797512,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://docs.google.com/presentation/d/e/2PACX-1vSQhRfmHabALkn-AOLiTaZqD56SkYdFCKmKaqIrGG3EFFH6gZWKhJat2O1j5aFmxrSVAbYiXsWqB1_v/pub?start=false&loop=false&delayms=3000&slide=id.p,178,10,108,46,1,6,6.0,6,3,0,5.601518932185555,2.6464393446710157,0,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://docs.google.com/presentation/d/e/2PACX-1vSG51ZslCaXw4PrBW46kFU0Tlq4lYzrRyN40Lh_pEQ0ASpzDWxYjihI6-rcgu9U29weJY-0s_79Bk4T/pub?start=false&loop=false&delayms=3000&slide=id.p,178,10,108,46,1,6,6.0,6,3,0,5.6174669127544865,2.6464393446710157,0,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://docs.google.com/presentation/d/e/2PACX-1vQdsu4PGmnYNi1qRHMH7GdUapyKZdxRSBr3lYwoHRGHj2wiu1nSWS5eGxC2N6jYJyQZpTrI1palx_2O/pub?start=false&loop=false&delayms=3000&slide=id.p,178,10,108,46,1,6,6.0,6,3,0,5.537363153240743,2.6464393446710157,0,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://us10.list-manage.com/survey?u=f5e2489ff9b1eb9c05b8e12b3&id=8b1b0686bc&e=,80,15,7,44,2,2,5.0,6,2,0,4.906923601436889,3.640223928941852,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://loginaccountverifice392.square.site/,44,11,1,0,1,2,6.0,6,2,0,4.31705292530797,3.095795255000934,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://tqwip3lbk5.onrocket.site/ch/index2.php,46,13,14,0,1,3,8.0,8,3,0,4.2924925977289545,3.238901256602631,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://pub-19aa984b0fb848bea6ffcc9634982332.r2.dev/email.upgrade.html#test@example.com,87,6,19,0,1,2,2.0,2,5,0,4.791624496736682,2.584962500721156,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://10olixo.weeblysite.com/,31,14,1,0,1,2,10.0,10,2,0,4.082597923010944,3.4677201004744993,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://d-106596.weeblysite.com/,32,14,1,0,1,2,10.0,10,2,0,4.366729296672175,3.4677201004744993,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://managing55.wixsite.com/my-site,38,11,8,0,1,2,7.0,7,2,0,4.13569955274647,3.2776134368191157,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.aeombamk.co.nlgvsfig.com/,37,12,1,0,1,2,8.0,8,4,0,4.208924987016683,3.4182958340544896,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://postms.top/kUquEi/,26,10,8,0,1,3,6.0,6,1,0,3.6423714487439023,2.5219280948873624,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://uteta.org/wp-includes/js/,33,9,16,0,1,4,5.0,5,1,0,4.124256907946324,2.94770277922009,0,1,2,1,-1,-1,2.796,0,0,0,0,0,0,0,0,0,0
https://mysunrise-app-mip-appsuite.codeanyapp.com/wp-content/sunrise/index.html,79,14,30,0,1,4,10.0,10,3,0,4.217612950862976,3.2359263506290326,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://7q-4xu.cfd/ai/?oferta/zegarek-firmy-alkor-adriatica?navCategoryId=&amp;t=1711954905542,94,10,4,71,2,3,2.5,3,1,0,4.976101655454817,3.3219280948873626,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://ormpu.cn,16,8,0,0,1,1,5.0,5,1,0,3.625,3.0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://docs.google.com/presentation/d/e/2PACX-1vTVj7OXwAUKJDv57jBmVg8eWFIUvTQ3c0-F1gPD_G5CwsQzOf3aelTqo4q42FIlqbHODnIlx2-Lx3Cf/pub?start=false&loop=false&delayms=3000,167,10,108,35,1,6,6.0,6,2,0,5.6081134421238135,2.6464393446710157,0,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://tinyurl.com/y6ed8sx8,28,11,9,0,1,2,7.0,7,1,0,4.253434386188785,3.4594316186372973,1,2,4,5,-1,-1,1.195,0,0,0,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vS60bmjSsSkqTqreCKIVQCxFGpZiDuIKqSdIWSVWB0Mf7c0y-b_Yqyj5AMD1FxrRDOYwEpVGc3RJ8fl/pub?start=false&loop=false&delayms=3000,167,10,108,35,1,6,6.0,6,2,0,5.65555788593336,2.6464393446710157,0,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://www.zrkhopdi.com,24,12,0,0,1,1,8.0,8,2,0,3.8868421881310113,3.4182958340544896,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://docs.google.com/presentation/d/e/2PACX-1vRq9XcQhWixRbox-KPUbFd28GDEy9_VdF1xCZZIKJFoK2aRwtt9UneD690Ls0toNNYVF3YvIymt3YXW/pub?start=false&loop=false&delayms=3000,167,10,108,35,1,6,6.0,6,2,0,5.537942134941639,2.6464393446710157,0,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
https://docs.google.com/presentation/d/e/2PACX-1vR5JcFRJpccReGWw4DkwCuEhlEiPjChb3e9fp6MrccPIYNngjn1-NbPpKhrFKb6i_swBKlt3ZyF6Wt9/pub?start=false&loop=false&delayms=3000&slide=id.p,178,10,108,46,1,6,6.0,6,3,0,5.483651235604959,2.6464393446710157,0,1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
